7.660000000000000000e+02,5.000000000000000000e+00,8.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+01,6.400000000000000000e+01,2.000000000000000000e+00,6.200000000000000000e+01,3.100000000000000000e+01,1.800000000000000000e+01
7.000000000000000000e+00,6.690000000000000000e+02,1.060000000000000000e+02,1.700000000000000000e+01,2.700000000000000000e+01,2.200000000000000000e+01,5.800000000000000000e+01,1.400000000000000000e+01,2.600000000000000000e+01,5.400000000000000000e+01
8.000000000000000000e+00,6.300000000000000000e+01,6.890000000000000000e+02,2.600000000000000000e+01,2.600000000000000000e+01,2.100000000000000000e+01,4.600000000000000000e+01,3.600000000000000000e+01,4.700000000000000000e+01,3.800000000000000000e+01
4.000000000000000000e+00,3.700000000000000000e+01,5.800000000000000000e+01,7.560000000000000000e+02,1.600000000000000000e+01,5.700000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01,2.800000000000000000e+01,1.200000000000000000e+01
5.900000000000000000e+01,5.200000000000000000e+01,8.400000000000000000e+01,2.000000000000000000e+01,6.200000000000000000e+02,2.000000000000000000e+01,3.200000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+01,5.800000000000000000e+01
8.000000000000000000e+00,2.800000000000000000e+01,1.240000000000000000e+02,1.700000000000000000e+01,1.900000000000000000e+01,7.270000000000000000e+02,2.800000000000000000e+01,8.000000000000000000e+00,3.300000000000000000e+01,8.000000000000000000e+00
5.000000000000000000e+00,2.200000000000000000e+01,1.460000000000000000e+02,1.000000000000000000e+01,2.500000000000000000e+01,2.400000000000000000e+01,7.260000000000000000e+02,1.900000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01
1.600000000000000000e+01,3.200000000000000000e+01,2.900000000000000000e+01,1.100000000000000000e+01,8.000000000000000000e+01,1.500000000000000000e+01,5.400000000000000000e+01,6.240000000000000000e+02,9.100000000000000000e+01,4.800000000000000000e+01
1.100000000000000000e+01,3.600000000000000000e+01,9.600000000000000000e+01,3.900000000000000000e+01,7.000000000000000000e+00,3.100000000000000000e+01,4.300000000000000000e+01,7.000000000000000000e+00,7.090000000000000000e+02,2.100000000000000000e+01
8.000000000000000000e+00,5.400000000000000000e+01,8.600000000000000000e+01,4.000000000000000000e+00,5.200000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01,3.200000000000000000e+01,3.900000000000000000e+01,6.750000000000000000e+02
